key,description,en,zh,fr,pt,pl,ua
npc_event_text:cat_intro_1,dialogue line (cat npc),"Your smell betrays your identity... You couldn't possibly be wholly human, now could you?",气味出卖了你的身份...你不可能完全是人类，对吧？,"Ton odeur trahie ta véritable nature... Il parait peu probable que tu sois entièrement humain, n’est-ce pas ?","O seu cheiro revela sua identidade... Você não poderia ser humano por inteiro, poderia?",Twój zapach zdradza twą tożsamość... Nie. Ty nie możesz być wyłącznie człowiekiem. Czyż nie?,
npc_event_text:cat_intro_1_1,dialogue line (cat npc),"How curious. You look familiar, yet your scent... Unrecognizable.",真奇怪。你看起来很熟悉，但你的气味...我不认识。,"Comme c’est étrange. Tu semble familier, pourtant ton odeur... m’échappe.","Quão curioso. Você parece familiar, mas seu cheiro... Irreconhecível.","Jak ciekawie. Wyglądasz podobnie, ale... zapach masz zupełnie inny.",
npc_event_text:cat_intro_1_2,dialogue line (cat npc),"I will... keep my distance, for now.",我会...暂时保持距离。,"Je vais... garder mes distances, pour le moment.","Eu vou... manter minha distância, por agora.",Ja... Zachowam dystans. Na razie.,
npc_event_text:cat_intro_0,dialogue line (cat npc),Meow. Meow. *Purr*,喵。喵。*呼噜*,Miaou. Miaou. *Ronron*,Miaou. Miaou. *Ronron*,Miał. Miał. *Mrr*.,
npc_event_text:cat_soul_crafted,dialogue line (cat npc),I knew you could do it...,我知道你能做到...,Je savais que tu en étais capable...,Eu sabia que você conseguiria.,"Wiedziałem, że ci się uda.",
npc_event_text:cat_soul_crafted_1,dialogue line (cat npc),I will be taking that now.,我现在会拿走它。,"Si tu le permets, je vais la prendre maintenant.",Eu vou ficar com isso agora.,"Pozwól, że zdejmę ten ciężar z twych barek.",
npc_event_options:cat_intro,dialogue response options (cat npc),"[""Yes"", ""No""]","[""是"", ""否""]","[""Oui"", ""Non""]","[""Sim"", ""Não""]","[""Tak"", ""Nie""]",
npc_event_options:cat_peek,dialogue response options (cat npc),[],[],[],[],[],
npc_event_options:cat_talk_A1,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_A2,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_A3,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_A4,dialogue response options (cat npc),"[""Now"", ""Never""]","[""现在"", ""永不""]","[""Maintenant"", ""Jamais""]","[""Agora"", ""Nunca""]","[""Teraz"", ""Nigdy""]",
npc_event_options:cat_talk_A4_1,dialogue response options (cat npc),"[""Bye""]","[""再见""]","[""Au revoir""]","[""Tchau""]","[""Żegnaj""]",
npc_event_options:cat_talk_A4_2,dialogue response options (cat npc),"[""Bye""]","[""再见""]","[""Au revoir""]","[""Tchau""]","[""Żegnaj""]",
npc_event_options:cat_talk_B1,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_B2,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_B3,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_B4,dialogue response options (cat npc),"[""Accept"", ""Deny""]","[""接受"", ""拒绝""]","[""Accepter"", ""Refuser""]","[""Aceitar"", ""Recusar""]","[""Akceptuję"", ""Odmawiam""]",
npc_event_options:cat_talk_B4_1,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_talk_B4_1_2,dialogue response options (cat npc),"[""Bye""]","[""再见""]","[""Au revoir""]","[""Até mais""]","[""Żegnaj""]",
npc_event_options:cat_talk_B4_2,dialogue response options (cat npc),"[""Bye""]","[""再见""]","[""Au revoir""]","[""Até mais""]","[""Żegnaj""]",
npc_event_options:cat_talk_C0,dialogue response options (cat npc),"["":)""]","["":)""]","["":)""]","["":)""]","["":)""]",
npc_event_options:cat_intro_1,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_intro_1_1,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_intro_1_2,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_intro_0,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_soul_crafted,dialogue response options (cat npc),"[""?""]","[""?""]","[""?""]","[""?""]","[""?""]",
npc_event_options:cat_soul_crafted_1,dialogue response options (cat npc),"[""No""]","[""否""]","[""Non""]","[""Não""]","[""Nie""]",
substance_text:spirit_rabbit_title,infobox title (after spare option),Spirit of a purified child,纯净孩童之灵,Esprit d’un enfant purifié,Espírito de uma criança purificada.,Duch oczyszczonego dziecięcia,
substance_text:spirit_bird_title,infobox title (after spare option),Spirit of a swift courier,迅捷信使之灵,Esprit d’un messager rapide,Espírito de um mensageiro ágil.,Duch prędkiego kuriera,
substance_text:spirit_wolf_title,infobox title (after spare option),Spirit of a valiant defender,勇敢防御者之灵,Esprit d’un protecteur vaillant,Espírito de um defensor valente.,Duch bohaterskiego obrońcy,
substance_text:spirit_void_title,infobox title (after spare option),Spirit of misshapen void,畸形虚空之灵,Esprit du néant difforme,Espírito do vazio deformado.,Duch zdeformowanej pustki,
substance_text:spirit_spider_title,infobox title (after spare option),Spirit of a dreamweaving warden,编织梦境守卫者之灵,Esprit d’une gardienne tisseuse de rêve,Espírito de um vigilante que tece sonhos.,Duch obrończyni tkającej sny,
substance_text:spirit_dragon_title,infobox title (after spare option),Spirit of a graceful guardian,优雅守护者之灵,Esprit d’un gardien gracieux,Espírito de um guardião gracioso.,Duch łaskawego obrońcy,
substance_text:spirit_dino_title,infobox title (after spare option),Spirit of a volatile ambassador,不稳定大使之灵,Esprit d’un ambassadeur imprévisible,Espírito de um embaixador volátil.,Duch burzliwego ambasadora,
substance_text:spirit_skeleton_title,infobox title (after spare option),Spirit of the Celestial Acolyte,天界侍僧之灵,Esprit de l’acolyte céleste,Espírito do Iniciado Celeste.,Duch Niebiańskiego Akolity,
substance_text:spirit_slime_title,infobox title (after spare option),Spirit of a wondrous and cursed prince,奇妙且被诅咒的王子之灵,Esprit d’un prince prodigieux et maudit,Espírito de um príncipe admirável e amaldiçoado.,Duch przecudownego i przeklętego księcia,
substance_text:spirit_angel_title,infobox title (after spare option),Spirit of temperate death,温和死亡之灵,Esprit d’une mort paisible,Espírito da morte sóbria.,Duch spokojnej śmierci,
substance_text:essence_rabbit_title,infobox title (after kill option),Essence of an innocuous child,无害孩童的本质,Essence d’un enfant inoffensif,Essência de uma criança inócua.,Esencja niewinnego dziecięcia,
substance_text:essence_bird_title,infobox title (after kill option),Essence of a hopeless courier,无望信使的本质,Essence d’un messager désespéré,Essência de um mensageiro sem esperanças.,Esencja beznadziejnego kuriera,
substance_text:essence_wolf_title,infobox title (after kill option),Essence of a guilt-ridden defender,负疚防御者的本质,Essence d’un protecteur tourmenté,Espírito de um defensor culposo.,Esencja obrońcy pełnego poczucia winy,
substance_text:essence_void_title,infobox title (after kill option),Essence of the shrieking void,尖叫虚空的本质,Essence du néant hurlant,Essência do vazio gritante.,Esencja krzyczącej pustki,
substance_text:essence_spider_title,infobox title (after kill option),Essence of a forgotten warden,被遗忘的守卫者的本质,Essence d’une protectrice oubliée,Essência de um vigilante esquecido.,Esencja zapomnianego obrońcy,
substance_text:essence_dragon_title,infobox title (after kill option),Essence of a fallen guardian,堕落守护者的本质,Essence d’un gardien déchu,Essência de um guardião caído.,Esencja upadłego obrońcy,
substance_text:essence_dino_title,infobox title (after kill option),Essence of a doomed ambassador,注定失败使者的本质,Essence d’un ambassadeur damné,Essência de um embaixador condenado.,Esencja zgładzonego ambasadora,
substance_text:essence_skeleton_title,infobox title (after kill option),Essence of the ghastly Acolyte,可怕侍僧的本质,Essence du sinistre acolyte,Essência do medonho Iniciado.,Esencja upiornego Akolity,
substance_text:essence_slime_title,infobox title (after kill option),Essence of a mad prince,疯狂王子的本质,Essence d’un prince fou,Essência de um príncipe louco.,Esencja szalonego księcia,
substance_text:essence_angel_title,infobox title (after kill option),Essence of pointless death,无意义死亡的本质,Essence d’une mort vaine,Essência da morte sem sentido.,Esencja bezsensownej śmierci,
substance_text:spirit_ambassador_info,infobox description (after spare option),This ancient colossal beast blocks the way towards the edge of the forest.,这头古老的巨兽挡在通往森林边缘的道路上。,Cette bête ancienne et colossale bloque le chemin qui mène à la lisière de la forêt.,Essa besta colossal antiga bloqueia o caminho que passa pela margem da floresta.,Starożytny tytan blokuje ścieżkę przy granicy lasu.,
substance_text:essence_ambassador_info,infobox description (after kill option),"It stands alone by the forest's edge. Nobody leaves, nobody enters.",它独自站在森林的边缘。没有人离开，没有人进入。,"Il se tient seul à la lisière de la forêt. Personne ne sort, personne ne rentre.","Ele fica sozinho na margem da floresta. Ninguém sai, ninguém entra.","Stoi samotnie na granicy lasu. Nikt go nie opuszcza, nikt do niego nie wchodzi.",
substance_text:spirit_rabbit_info,infobox description (after spare option),"Though sickly and on the brink of death, there is a faint smile forming on the face of the rabbit.",尽管身受重创且濒临死亡，兔子的脸上还是浮现出一丝微笑。,"Bien qu’affaibli et aux portes de la mort, un léger sourire se dessine sur son museau.","Embora doente e à beira da morte, há um leve sorriso que se forma no rosto do coelho.","Choć jest pogrążony w chorobie i na skraju śmierci, delikatny uśmiech rodzi się na pysku królika.",
substance_text:essence_rabbit_info,infobox description (after kill option),"Once an innocent heart, now forevermore tainted by but a drop of the abyss.",曾经纯真的心，现在永远被深渊玷污。,"Autrefois un cœur innocent, désormais à jamais corrompu par une simple goutte de l’abîme.","Antes um coração inocente, agora eternamente manchado por apenas uma gota do abismo.",Niegdyś czyste serce zostało na wszech czasy skażone samotną kroplą otchłani.,
substance_text:spirit_bird_info,infobox description (after spare option),"Battered yet unbroken, the beast sends out the message of a warning. It echoes out deep into the forest.",尽管受伤，这只野兽仍发出警告。它的嚎叫深入森林。,"Meurtrie mais indomptable, la bête fait résonner un avertissement jusque dans les profondeurs de la forêt.","Ferido, mas indestrutível, a besta envia uma mensagem de aviso. Ela ecoa profundamente pela floresta.","Ranny lecz o zdrowym duchu, kurier roznosi wieści i ostrzeżenia. Jego pieśń wtóruje echo lasu.",
substance_text:essence_bird_info,infobox description (after kill option),Its distant warbles spell tale of doom that can oft be heard from lands beyond this accursed forest.,它悠远的鸣叫讲述了一个有关灾厄的故事，甚至在这片诅咒森林之外也常能听到这个故事。,Son chant lointain relate un récit funeste. On l’entend souvent depuis des contrées se trouvant bien au-delà de cette forêt maudite.,"Seus gorjeios distantes soletram uma história de desgraça, que muitas vezes pode ser ouvida de terras além dessa floresta maldita.",Jego krwiste krzyki słychać było jeszcze w nieskończonej dali za tym przeklętym lasem.,
substance_text:spirit_wolf_info,infobox description (after spare option),The once melancholic wolf found a new purpose under your care. Do not let it down.,曾经忧郁的狼在你的照顾下找到了新的目标。不要让它失望。,"Le loup, jadis mélancolique, a trouvé un élan nouveau sous votre protection. Ne le laissez pas tomber.",O lobo antes melancólico encontrou um novo propósito sob seus cuidados. Não o decepcione.,Niegdyś pogrążony w melancholii wilk odnalazł nowy sens życia pod twą opieką. Nie zawiedź go.,
substance_text:essence_wolf_info,infobox description (after kill option),"It wanders mindlessly, peering into the darkness for someone… or something…",它漫无目的地徘徊，窥视黑暗中的某人...或某物...,"Il erre sans but, sondant les ténèbres du regard à la recherche de quelqu’un... ou de quelque chose...","Vaga sem rumo, buscando na escuridão alguém... ou algo...","To, co pozostało, wędruje bezmyślnie, okazjonalnie zatrzymując się wśród mroku. Jakby... Szukało kogoś... lub czegoś.",
substance_text:spirit_void_info,infobox description (after spare option),"The amalgamation wails no longer, floating relaxedly by your side, humming a playful nursery rhyme.",这头融合体不再哀嚎，它在你身边轻松地漂浮，哼着一首俏皮的童谣。,"L’amalgame a cessé de hurler et flotte paisiblement à vos cotés, fredonnant une comptine enfantine.","A amalgameção já não lamenta mais, flutuando relaxadamente ao seu lado, cantarolando uma cantiga de ninar.","Amalgamacja uspokoiła się, lewitując przy twym boku, nucąc dziecięce pieśni.",
substance_text:essence_void_info,infobox description (after kill option),"Creatio ex nihilo, it wails in remembrance of sweet inexistence.",无中生有，它哀嚎着，怀念着甜美的不存在之感。,"Creatio ex nihilo, il hurle en se rappelant sa douce inexistence.","Creatio ex nihilo, chora ao lembrar da doce inexistência.","Stworzone z nicości, szlocha w tęsknocie za słodkim nieżyciem.",
substance_text:spirit_spider_info,infobox description (after spare option),"She twirls her webs, blocking the infinite void ahead. The reflection on the strings provides pleasant dreams.",她织着网，阻挡前方的无限虚空。蛛丝的反射带来了愉快的梦境。,"Elle entrelace ses toiles, bloquant le vide qui s’étend à l’infini. Les reflets sur les fils sont porteurs de doux rêves.","Ela entorce suas teias, bloqueando o vazio infinito à frente. A reflexão nas cordas proporciona sonhos agradáveis.","Tka ona swe nici, chroniąc las przed nieskończoną pustką poza nim. Światło odbite przez jej pajęczyny przynosi miłe sny i myśli...",
substance_text:essence_spider_info,infobox description (after kill option),"She weaves webs of miracles and dreams, but coincidentally, has lost her own…",她编织了奇迹和梦境的网，但不巧，她失去了自己的梦...,"Elle tisse des toiles de miracles et de rêves, mais se trouve avoir perdu les siens...","Ela tece teias de milagres e sonhos, mas coincidentemente, perdeu os seus próprios...","To, co z niej pozostało, dalej tka sieci z cudów i snów... Nawet jeśli zatraciła na zawsze swe własne...",
substance_text:spirit_dragon_info,infobox description (after spare option),"Jailor-turned-custodian, its scales shimmer under the night sky, bathing the path ahead in their radiant glow.",它曾是监狱守卫，现在成为了狱监。它的鳞片在夜空下闪闪发光，为前方的道路洒下辉煌的光芒。,"Geôlier devenu gardien, ses écailles scintillent sous le ciel nocturne, baignant le chemin qui s’ouvre dans leur éclat radiant.","De carcereiro a custódio, suas escamas brilham sob o céu noturno, banhando o caminho à frente com seu brilho radiante.","Smok przemienił się ze stróża w kustosza. Jego łuski mienią się pod nocnym niebem, barwiąc ścieżki przed nami ognistym blaskiem.",
substance_text:essence_dragon_info,infobox description (after kill option),"A feral beast it stood in life, now leashed by the darkness itself nevertheless.",它生前是一只野兽，现在却被黑暗本身束缚。,"Une bête féroce de son vivant, il n’en est pas moins enchainé par les ténèbres à présent.","Vivia como uma besta feroz, no entanto, agora atada pela própria escuridão.","Zdziczała bestia za życia; to, co z niej pozostało, teraz zostało ujarzmione przez cieniste łańcuchy.",
substance_text:spirit_dino_info,infobox description (after spare option),"The predecessor to all life stands among you, no different than the other wandering spirits...",万物生灵的前身站在你身边，与其他游荡的灵魂无异...,"L’ancêtre de toute vie se tient parmi vous, pareil aux autres esprits errants...","O predecessor de toda a vida agora está entre vocês, não tão diferente dos outros espíritos perambulantes.","Przodek wszelkiego życia stoi przed tobą, nie różniąc się niczym od innych zagubionych duchów...",
substance_text:essence_dino_info,infobox description (after kill option),"The origin of life remains a mystery to many, yet this one claims to know the answers...",生命起源对许多人仍是一个谜，但它声称知道答案...,"Pour beaucoup, l’origine de la vie reste un mystère et pourtant il prétend en connaître les secrets...","A origem da vida permanece como um segredo para muitos, mas esse aqui diz saber as respostas..","Początki wszelkiego życia pozostają tajemnicą... Która drzemie w tym, co pozostało z tego bytu...",
substance_text:spirit_skeleton_info,infobox description (after spare option),"Echoing whispers whimpering about hope surround it: ""The outcomes of all things are written in the bones...""",有关希望的低语绕着它回响：“骸骨记录着万事万果...”,Des échos de murmures gémissant d’espoir l’entourent : « le sort de toute chose est gravé dans les os... »,Ecos de susurros gemem sobre a esperança enquanto o cercam: “Os desfechos de todas as coisas estão escritas em ossos...”,"Duszeczki mamroczące o nadziei i zbawieniu opatulają Akolitę. ""Konsekwencje wszelkich rzeczy... Zostały na kościach spisane...""",
substance_text:essence_skeleton_info,infobox description (after kill option),"It trudged upon the winding dirt path, begging and praying for mercy to the stars above...",它在蜿蜒的泥土小径上跋涉，向头顶的星星乞求怜悯...,"Il avançait péniblement sur le sentier tortueux, priant et implorant la clémence des étoiles aux cieux...","Ele caminhava pela trilha sinuosa de terra, implorando e rezando por misericórdia às estrelas acima...","To, co pozostało z Akolity, czołga się po brudnych ścieżkach. Błagając i modląc się o łaskę do zasłoniętych całunem mroku gwiazd...",
substance_text:spirit_slime_info,infobox description (after spare option),"Despite the countless failures, this slime tries still to regain its royal form.",尽管屡遭失败，这个史莱姆仍在试图恢复其尊贵形态。,"Malgré d’innombrables échecs, ce slime persiste à essayer de retrouver sa forme souveraine.","Apesar dos inúmeros fracassos, esse slime ainda tenta recuperar sua forma nobre.","Mimo niezliczonych porażek, ten szlam wciąż stara się odzyskać swój pierwotny i szlachetny kształt.",
substance_text:essence_slime_info,infobox description (after kill option),"Even in death, its shapeless form pulsates softly. Beseeching you for true death.",即使死亡，它虚无的形态仍轻轻地脉动。恳求你给它真正的了解。,"Même dans le trépas, sa silhouette amorphe palpite doucement, vous implorant une mort véritable.","Mesmo na morte, sua forma sem contorno pulsa levemente, te implorando por uma morte verdadeira.","Nawet po śmierci, bezkształtny szlam pulsuje wątle. Żałośnie błaga cię o prawdziwą śmierć.",
substance_text:spirit_angel_info,infobox description (after spare option),"This one, they point towards themselves, ""was not worthy of mercy.""",“这个人，”他指向自己，“不配蒙受怜悯。”,"« Cet être, dit-il en se pointant du doigt, n’était pas digne de miséricorde. »","Esse aqui, eles apontam para si mesmo, “não foi digno de misericórdia”.","""Ten tutaj"" - wskazują na siebie - ""nie był godzien żadnej łaski.""",
substance_text:essence_angel_info,infobox description (after kill option),"Death arrives to all equally, a truth that brings comfort to some and fear to others.",死亡平等地降临于所有人。这一真理给一些人带来安慰，给另一些人带来恐惧。,"La mort n’épargne personne, une vérité qui réconforte certains et en effraie d’autres.","A morte chega para todos igualmente, uma verdade que traz conforto para alguns e medo para outros.",Śmierć przyjdzie po wszystkich. Prawda ta straszy jednych i raduje drugich.,
substance_text:heart_title,infobox title,Heart Of The Dark Forest,黑暗森林之心,Cœur de la Forêt des Ténèbres,Coração Da Floresta Negra,Serce Mrocznego Lasu,
substance_text:heart_info,infobox description,"+100% - Umbral mist seeps through the severed veins, transmuting nearby matter...",+100% - 阴影迷雾通过切断的静脉渗透，转化附近的物质……,+100 % - De la brume ombrale s’infiltre dans les veines sectionnées et transmute la matière environnante...," +100% - A névoa umbralina permeia pelas veias rompidas, transmutando a matéria.","100% - Mroczny dym sączy się z przeciętych żył, transformując wszelką materię...",
substance_text:flesh_title,infobox title,Flesh Of The Dark Forest,黑暗森林之肉,Chair de la Forêt des Ténèbres,Carne Da Floresta Negra,Miąższ Mrocznego Lasu,
substance_text:flesh_info,infobox description,"+1% - 1 in 10 - Pulses faintly under your touch, as if it carries the heartbeat of the woods themselves.",+1% - 1/10 - 在你的触摸下微弱地跳动，仿佛它承载着森林本身的心跳。,"+1 % - 1 sur 10 - Palpite légèrement au toucher, comme si elle portait le pouls de la forêt elle-même."," +1% - 1 em 10 - Pulsa levemente sob seu toque, como se carregasse o batimento cardíaco da própria floresta.","1% - 1 in 10 - Pulsuje delikatnie pod twymi palcami, jakoby wciąż niósł bicie serca całego lasu.",
substance_text:eye_title,infobox title,Eye Of The Dark Forest,黑暗森林之眼,Œil de la Forêt des Ténèbres,Olho Da Floresta Negra,Oko Mrocznego Lasu,
substance_text:eye_info,infobox description,"+5% - 1 in 100 - The eye peers into the abyss, unveiling hidden truths buried deep within the shadows.",+5% - 1/100 - 这只眼睛凝视深渊，揭示了隐藏在阴影深处的隐藏真相。,"+5 % - 1 sur 100 - L’œil sonde l’abîme, révélant des vérités cachées dans la profondeur des ombres."," +5% - 1 em 100 - O olho observa o abismo, desvelando verdades ocultas enterradas nas sombras da profundeza.","5% - 1 in 100 - Gałka oczna spogląda w otchłań, odsłaniając całun tajemnic schowanych głęboko w cienistym lesie.",
substance_text:bone_title,infobox title,Bones Of The Dark Forest,黑暗森林之骨,Os de la Forêt des Ténèbres,Ossos Da Floresta Negra,Kości Mrocznego Lasu,
substance_text:bone_info,infobox description,+50% - 1 in 1000 - The ancient bones of the unknown whisper of forgotten curses.,+50% - 1/1000 - 未知的古老骨头低语着被遗忘的诅咒。,+50 % - 1 sur 1000 - Les ossements anciens de l’inconnu murmurent des malédictions oubliées., +50% - 1 em 1000 - Os ossos ancestrais do desconhecido murmuram sobre maldições esquecidas.,50% - 1 in 1000 - Starożytne kości nieznanych bohaterów mamroczą zapomniane przekleństwa.,
substance_text:the_hermit_title,tarot card title,The Hermit,隐士,L’Ermite,O Eremita,Eremita,
substance_text:the_hermit_info,tarot card infobox description,"Forest clicks scale with Experience. Unlocks ""Strength"" charm.",森林点击随经验而变化。解锁“力量”魅力。,Les ressources collectées dans la forêt augmentent avec l’expérience. Débloque le talisman de la Force.,Cliques na floresta escalam com Experiência. Desbloqueia o amuleto da “Força”.,"Kliknięcia w lesie skalują się wraz z punktami doświadczenia. Odblokowuje dar ""Siła"".",
substance_text:the_emperor_title,tarot card title,The Emperor,皇帝,L’Empereur,O Imperador,Cesarz,
substance_text:the_emperor_info,tarot card infobox description,"Unlocks cascading assignment in Population. Unlocks ""Hierophant"" charm.",在人口中解锁级联分配。解锁“教皇”魅力。,Débloque l’attribution automatique des rôles dans la population. Débloque le talisman du Pape.,Desbloqueia atribuição em cascata da População. Desbloqueia o amuleto do “Papa”.,"Odblokowuje kaskadujące zarządzanie populacją. Odblokowuje dar ""Arcykapłan"".",
substance_text:the_empress_title,tarot card title,The Empress,皇后,L’Impératrice,A Imperatriz,Cesarzowa,
substance_text:the_empress_info,tarot card infobox description,"Population works twice as fast. Unlocks ""The Chariot"" charm.",人口工作速度加倍。解锁“战车”魅力。,La population travaille deux fois plus vite. Débloque le talisman du Chariot.,A população trabalha duas vezes mais rápido. Desbloqueia o amuleto do “Carro”.,"Twój lud pracuje dwa razy szybciej. Odblokowuje dar ""Rydwan"".",
substance_text:the_world_title,tarot card title,The World,世界,Le Monde,O Mundo,Świat,
substance_text:the_world_info,tarot card infobox description,"Forest clicks can drop new ""Shadow"" substances. Unlocks ""Wheel of Fortune"" charm.",森林点击可以掉落新的“暗影”物质。解锁“命运之轮”魅力。,Collecter des ressources dans la forêt permet d’obtenir des Substances Ombrales. Débloque le talisman de la Roue de la Fortune.,Cliques na floresta podem liberar novas substâncias da “Sombra”. Desbloqueia o amuleto da “Roda da Fortuna”.,"Kliknięcia w lesie mogą teraz przyznać rzadkie ""Cieniste"" substancje. Odblokowuje dar ""Koło Fortuny"".",
substance_text:the_tower_title,tarot card title,The Tower,高塔,La Tour,A Torre,Wieża,
substance_text:the_tower_info,tarot card infobox description,Houses can hold twice as many people.,房屋可容纳的人数翻倍。,Les maisons peuvent abriter deux fois plus d’habitants.,Casas podem abrigar o dobro de pessoas.,W domach mieści się dwa razy tyle ludności.,
substance_text:strength_title,tarot card title,Strength,力量,Force,A Força,Siła,
substance_text:strength_info,tarot card infobox description,"Forest clicks scale with Peasants. Unlocks ""Temperance"" charm.",森林点击随农民而变化。解锁“节制”魅力。,Les ressources collectées dans la forêt augmentent avec le nombre de paysans. Débloque le talisman de Tempérance.,Cliques na floresta escalam com Camponeses. Desbloqueia o amuleto da “Temperança”.,"Kliknięcia w lesie skalują się wraz z ilością chłopów. Odblokowuje dar ""Powściągliwość"".",
substance_text:the_hierophant_title,tarot card title,The Hierophant,教皇,Le Pape,O Papa,Arcykapłan,
substance_text:the_hierophant_info,tarot card infobox description,"Automated Mason assignment in Population. Unlocks ""The Hanged Man"" charm.",在人口中自动分配泥瓦匠。解锁“倒吊人”魅力。,Automatise l’attribution du rôle de maçon dans la population. Débloque le talisman du Pendu.,Atribuição automatizada de Pedreiro na População. Desbloqueia o amuleto do “Enforcado”.,"Odblokowuje automatyczne zarządzanie populacją ""Masoneria"". Odblokowuje dar ""Wisielec"".",
substance_text:the_chariot_title,tarot card title,The Chariot,战车,Le Chariot,O Carro,Rydwan,Колісниця
substance_text:the_chariot_info,tarot card infobox description,"Swordsmen attack twice as fast. Unlocks ""Judgement"" charm.",剑士攻击速度加倍。解锁“审判”魅力。,Les soldats attaquent deux fois plus vite. Débloque le talisman du Jugement,Espadachins atacam duas vezes mais rápido. Desbloqueia o amuleto do “Julgamento”.,"Szabliści atakują dwa razy szybciej. Odblokowuje dar ""Sąd Ostateczny"".","Мечники атакують вдвічі швидше. Розблоковує талісман ""Судження""."
substance_text:wheel_of_fortune_title,tarot card title,Wheel of Fortune,命运之轮,La Roue de la Fortune,A Roda da Fortuna,Koło Fortuny,Колесо Хвортуни
substance_text:wheel_of_fortune_info,tarot card infobox description,"Shadow substances drop twice as often. Unlocks ""Death"" charm.",“暗影”物质掉落频率加倍。解锁“死亡”魅力。,Les Substances Ombrales apparaissent deux fois plus souvent. Débloque le talisman de la Mort.,Substâncias da Sombra caem o dobro de vezes. Desbloqueia o amuleto da “Morte”.,"Cieniste substancje pojawiają się dwa razy częściej. Odblokowuje dar ""Śmierć"".","Тіньові субстанції випадають вдвічі частіше. Розблоковує талісман ""Смерть""."
substance_text:temperance_title,tarot card title,Temperance,节制,Tempérance,A Temperança,Powściągliwość,Поміркованість
substance_text:temperance_info,tarot card infobox description,"Cooldowns in the Forest are 1 second. Unlocks ""The Magician"" charm.",森林中的冷却时间为1秒。解锁“魔术师”魅力。,Les temps de recharge dans la forêt sont de 1 seconde. Débloque le talisman du Magicien.,O tempo de recarga na Floresta são de 1 segundo. Desbloqueia o amuleto do “Mago”.,"Wszystkie czasy odnowienia w lesie trwają 1 sekundę. Odblokowuje dar ""Kuglarz"".","Час відновлення у лісі є 1 секундою. Розблоковує талісман ""Чаклун""."
substance_text:judgement_title,tarot card title,Judgement,审判,Le Jugement,O Julgamento,Sąd Ostateczny,Судження
substance_text:judgement_info,tarot card infobox description,Automatically decide the fate of defeated enemies.,自动决定被击败敌人的命运。,Décidez automatiquement du destin des ennemis tombés au combat.,Automaticamente decide o destino dos inimigos abatidos.,Automatycznie decyduj o losie pokonanych przeciwników.,Автоматично вирішуйте долю переможених ворогів.
substance_text:the_hanged_man_title,tarot card title,The Hanged Man,倒吊人,Le Pendu,O Enforcado,Wisielec,Повішаний
substance_text:the_hanged_man_info,tarot card infobox description,Freemasonry does automated Sergeant assignment after houses are infinite.,“共济会”在房屋无限后自动分配中士。,La Franc-maçonnerie automatise l’attribution du rôle de sergent une fois que les maisons sont infinies.,A Maçonaria faz atribuição automática de Sargentos depois que as casas se tornam infinitas.,Masoneria również automatyzuje przyrost sierżantów po zbudowaniu nieskończoności domóstw.,"Масонство робить самостійне призначення сержантів після того, як будинки стають нескінченними."
substance_text:death_title,tarot card title,Death,死亡,Mort,A Morte,Śmierć,Смерть
substance_text:death_info,tarot card infobox description,Reap automated Heart rewards from the best timeline.,自动从最佳时间线中获取心脏奖励。,Collectez régulièrement les récompenses obtenues lors de la destruction du Cœur dans votre cycle le plus court.,Colha recompensas automáticas do Coração na melhor linha de tempo.,Ciesz się zautomatyzowanymi żniwami Serc z najlepszej linii czasowej.,Зберіть автоматизоване Серце нагород з найкращої часової лінії.
substance_text:the_magician_title,tarot card title,The Magician,魔术师,Le Magicien,O Mago,Kuglarz,Чаклун
substance_text:the_magician_info,tarot card infobox description,"Learn ""Harvest Forest"", click all forest buttons at once.",学会“收获森林”，一次点击所有森林按钮。,Débloque le bouton « Exploiter la forêt » qui vous permet de cliquer l’ensemble des boutons d’un coup.,"Aprenda “Colher a Floresta”, clique em todos os botões da floresta de uma vez.","Naucz się ""Rabieży Lasu""; pozwala ci kliknąć wszystkie guziki w lesie równocześnie.","Аби вивчити ""Заготівлю лісу"", настисніть усі кнопки лісу одразу. "
